Datum;SLPsyn_H [MWh];SLPsyn_L [MWh];SLPana_H [MWh];SLPana_L [MWh];RLMmT_H [MWh];RLMmT_L [MWh];RLMoT_H [MWh];RLMoT_L [MWh]
01.10.2016;83950;36219;28397;1186;531230;76873;25034;8160
02.10.2016;103842;62285;35212;1605;522918;71926;23142;8217
03.10.2016;126190;70594;45887;1644;532320;76067;24615;8247
04.10.2016;145527;75350;48026;1896;572840;96150;26260;8382
05.10.2016;183529;94915;54931;2473;597737;103677;36835;8257
06.10.2016;188665;101626;59559;2907;627585;103594;39833;8343
07.10.2016;185266;95024;73464;2954;649214;100196;42670;8520
08.10.2016;202426;102454;81988;3585;559110;86655;37144;8496
09.10.2016;224770;113619;82298;3881;574664;86257;37798;8339
10.10.2016;246698;139213;86275;4082;680114;109537;42194;8566
11.10.2016;251601;137564;94231;3717;676405;114964;43550;8346
12.10.2016;250573;130031;97595;3893;690499;121141;45288;8337
13.10.2016;245954;129120;102380;4364;651321;115729;46254;8460
14.10.2016;239659;127614;105931;4749;634047;110423;44095;8399
15.10.2016;205879;103801;109157;4482;593024;87206;44523;8237
16.10.2016;177047;86348;103781;3867;595306;86004;44254;8085
17.10.2016;168466;79539;103029;3708;703787;105072;51923;8092
18.10.2016;166368;84342;95532;3597;691696;105507;47517;8499
19.10.2016;199487;110163;98904;4611;698519;111715;51089;7256
20.10.2016;227625;128106;93879;4639;707620;114532;47099;7640
21.10.2016;253865;143721;99530;4717;701090;111657;43981;7814
22.10.2016;272920;149403;104212;4762;618081;91250;38248;7703
23.10.2016;279157;149721;106733;5014;619095;92019;34237;7828
24.10.2016;254709;148056;107576;5074;710694;116714;37770;8085
25.10.2016;237476;147237;107765;4793;746584;121070;37979;8202
26.10.2016;256855;149234;111047;5163;723985;123438;38811;7972
27.10.2016;219110;114338;110008;4843;661326;113703;31689;8386
28.10.2016;189117;93061;113747;4557;647577;107716;33143;8524
29.10.2016;196241;94691;106595;4646;614665;91908;35540;8921
30.10.2016;201334;90820;97512;4598;594763;86198;34979;8528
31.10.2016;206640;90331;100951;4578;648078;106256;37500;8668
01.11.2016;210687;103758;105850;4286;631834;109378;34037;8872
02.11.2016;253647;128421;103665;4877;679956;121524;45201;8853
03.11.2016;308200;148342;104834;4598;733586;117642;44367;8579
04.11.2016;308888;149133;124459;5049;694437;114075;47837;8780
05.11.2016;297252;153283;133430;5247;631028;96782;49360;8581
06.11.2016;316332;158288;130896;5190;633234;97920;48815;8517
07.11.2016;364455;193766;129648;5773;768910;121712;56717;8869
08.11.2016;406173;225022;132655;6354;790529;130299;66266;8767
09.11.2016;431821;237135;145653;6857;794735;134450;71694;8381
10.11.2016;445133;244735;161777;7131;803857;134461;75280;8166
11.11.2016;446074;245938;168147;7012;787865;130910;74492;8443
12.11.2016;457777;252049;171072;7719;718980;114353;75891;8250
13.11.2016;466565;256941;176107;7563;720559;112873;76966;8322
14.11.2016;481975;259726;186348;7806;762938;134370;75585;8376
15.11.2016;414044;194526;187397;7018;740744;123400;65528;7937
16.11.2016;316359;144489;181821;6357;690636;119508;52595;7899
17.11.2016;265429;131678;172881;6060;669714;119256;46731;7543
18.11.2016;238516;131847;135151;5996;670439;117336;46451;8623
19.11.2016;264999;147189;126048;5808;646055;101150;50530;8693
20.11.2016;272793;150235;126690;6005;608954;95802;42540;8427
21.11.2016;235448;119333;136087;5258;656107;111167;45212;8223
22.11.2016;207813;97798;129813;5375;700734;115389;43976;8363
23.11.2016;227258;106152;115302;5805;707972;119426;50549;8337
24.11.2016;270355;141222;115479;6237;740932;123026;58611;8174
25.11.2016;333381;191244;123351;5887;748594;128560;61850;8276
26.11.2016;355850;208379;139456;6644;687795;110665;69690;8006
27.11.2016;357589;203822;154933;6853;687143;108793;67342;7919
28.11.2016;445783;254871;163219;7588;814159;141808;80572;7368
29.11.2016;479095;277847;162799;8185;822461;148572;78996;7984
30.11.2016;447092;253940;187875;8645;786214;133196;69019;8051
01.12.2016;376306;202000;196455;8135;731514;123247;64683;7754
02.12.2016;377294;188722;183331;7798;777897;124993;77008;7929
03.12.2016;419070;211347;161925;8313;735978;112614;78598;8129
04.12.2016;454442;249486;169827;8208;743734;116145;82282;8396
05.12.2016;494010;287347;189071;8181;868026;145822;90603;8509
06.12.2016;490159;292763;193998;8926;871135;143586;84042;8338
07.12.2016;452090;256249;200185;8647;814954;135932;77515;8125
08.12.2016;371260;200892;189527;8219;736547;131659;63269;8065
09.12.2016;311084;153384;175006;7605;720078;120501;56911;8133
10.12.2016;269068;130677;149646;6594;626631;98240;51498;8212
11.12.2016;263172;132893;143315;6161;633877;102826;49625;8023
12.12.2016;312602;152877;127957;6063;767793;121850;71004;8057
13.12.2016;344948;166771;135887;6377;777746;124615;68941;8017
14.12.2016;335629;161753;155651;6228;770575;125121;66965;7927
15.12.2016;372015;165250;161576;6329;808712;128861;76044;8404
16.12.2016;436869;210128;159582;6854;817890;128051;79630;8400
17.12.2016;439028;213750;171026;7361;739382;106052;75632;8233
18.12.2016;383107;190797;179060;7235;716576;101490;63593;8057
19.12.2016;402864;202443;180036;7317;789147;125410;66032;7921
20.12.2016;446742;230191;163366;7806;811111;133465;76852;8005
21.12.2016;445282;229835;166556;8135;795133;128434;74476;8196
22.12.2016;411241;207718;185677;7592;770967;117949;71351;8138
23.12.2016;387417;193376;187949;7069;688718;97758;61779;7989
24.12.2016;343045;167373;177251;6824;574276;71758;47732;7775
25.12.2016;285743;133085;163557;6331;549914;65046;33476;7489
26.12.2016;258342;125468;150760;6327;572568;73824;38773;7707
27.12.2016;280590;141794;136065;6080;622069;89295;52137;7737
28.12.2016;307418;162266;141401;6860;684149;93529;50165;7840
29.12.2016;371313;224408;153035;7350;703877;100284;58468;8135
30.12.2016;422678;253270;152988;7808;688348;93381;66757;8453
31.12.2016;427609;240175;167609;7809;650377;74814;63568;8349
01.01.2017;426882;229833;183873;8083;653277;78132;60559;8341
02.01.2017;450499;239949;185204;7988;786223;112289;73213;8491
03.01.2017;429865;219611;175381;8000;750150;116272;66137;8498
04.01.2017;415141;213869;188582;8328;781420;127796;75350;8669
05.01.2017;504453;270216;189304;9307;879811;144190;95393;8881
06.01.2017;566629;312255;198959;10092;897915;144640;101600;8904
07.01.2017;551821;293030;229248;9901;820353;115590;91072;8592
08.01.2017;514046;274384;244176;9866;794868;108011;84168;8142
09.01.2017;505648;264757;234517;9315;875816;131802;86178;7520
10.01.2017;489743;236289;213938;8731;861223;130688;91020;7458
11.01.2017;461438;212161;206687;7748;798367;124501;84434;7506
12.01.2017;423779;209533;208536;8238;784325;128126;71983;7650
13.01.2017;431366;221412;210754;8311;783260;124658;69336;7387
14.01.2017;443328;232696;193859;8745;730879;106713;70521;7357
15.01.2017;470505;254643;197807;9218;763902;109642;70637;7521
16.01.2017;520107;289439;200176;9441;890697;148072;87498;8161
17.01.2017;544582;302519;207243;9765;890871;155934;87574;8969
18.01.2017;556449;308058;219733;9391;889156;157735;87938;8868
19.01.2017;538364;296128;222892;9481;892316;147925;84776;8829
20.01.2017;493443;270570;227905;9288;857633;133871;77605;8793
21.01.2017;475196;261288;221819;9365;771392;113890;69388;8481
22.01.2017;501858;276626;207483;10110;772263;117547;75934;8350
23.01.2017;519697;276947;197972;9963;884863;151235;88690;8084
24.01.2017;510098;276891;202796;9150;875833;149632;92650;7989
25.01.2017;516261;286065;217602;9417;862322;146238;89902;7983
26.01.2017;515347;280965;212899;9400;838889;139848;85365;8342
27.01.2017;513953;272306;209251;9312;836492;132100;87815;8497
28.01.2017;493232;246763;205537;8509;765594;106804;86925;8327
29.01.2017;456366;219061;211933;8768;719700;101276;70782;8390
30.01.2017;443344;220132;212230;7948;816515;125281;78593;8759
31.01.2017;436619;230361;191571;7685;841176;134751;81967;8888
01.02.2017;440971;228779;195705;7681;825653;134571;77632;8818
02.02.2017;425853;206565;195360;7005;778754;125107;73541;9016
03.02.2017;383471;175913;194377;6697;764272;116828;74369;8706
04.02.2017;366046;174691;192072;6601;697368;95602;73971;8135
05.02.2017;371833;193251;180191;6944;699781;99615;74890;8129
06.02.2017;425458;223703;171376;6638;833881;136312;89480;8416
07.02.2017;484513;262642;182363;7580;819104;144067;92255;8643
08.02.2017;526459;290323;197898;8342;850086;152427;99473;8447
09.02.2017;554382;310324;209036;9589;855668;153603;98811;8410
10.02.2017;537392;307160;223612;9284;832700;141861;91819;8549
11.02.2017;505752;286698;225498;9461;756103;111176;88296;8300
12.02.2017;502990;282508;224662;9469;752730;112875;88927;8233
13.02.2017;506971;277903;218515;8878;822956;138516;89849;8391
14.02.2017;491949;267560;217154;8230;843253;132531;84361;8508
15.02.2017;452526;246688;213568;7759;805805;125697;75858;8299
16.02.2017;386932;200388;200630;7458;736213;117337;63134;8745
17.02.2017;354620;185430;176274;7074;771829;114458;63514;8668
18.02.2017;347714;184866;155944;6606;688890;99293;64360;8208
19.02.2017;341658;178232;154383;6513;663219;97381;61270;7564
20.02.2017;307257;159156;155720;6274;704246;113229;59263;7909
21.02.2017;280263;153701;152291;6035;699574;113963;54310;8211
22.02.2017;255343;135237;142014;6215;680872;114873;50452;8405
23.02.2017;258687;145889;136451;5957;692487;117538;56146;8511
24.02.2017;326566;184849;138966;6694;723754;120051;68590;8487
25.02.2017;348125;198698;147105;6831;644812;96939;54833;8057
26.02.2017;309885;170695;160278;6687;614969;87828;47930;7891
27.02.2017;266118;140935;151665;6035;656843;107277;42085;8120
28.02.2017;271210;158407;136720;6191;685220;116810;47642;8214
01.03.2017;300993;177369;121766;7356;694710;121180;55055;7890
02.03.2017;315053;188657;132537;6474;690465;119387;51958;8279
03.03.2017;310107;184341;142715;6231;673855;115219;46023;8336
04.03.2017;250340;137569;144989;6027;596154;92504;34055;8106
05.03.2017;247521;136591;128682;5954;619437;91557;35434;8130
06.03.2017;298536;163160;113302;6545;732846;116956;48124;8446
07.03.2017;352201;196291;125048;6049;782526;124251;54790;8582
08.03.2017;353684;196491;137739;5845;705847;124495;45943;8610
09.03.2017;305543;173445;152043;5865;692053;120271;43437;8454
10.03.2017;305114;170450;141042;6202;700809;115188;43909;8375
11.03.2017;306817;161799;132239;5859;640635;94976;42673;8098
12.03.2017;332704;165865;133269;5625;633701;94463;47555;8015
13.03.2017;342898;174357;135736;5402;711399;117121;47427;8235
14.03.2017;293092;148141;142868;5204;673181;111331;43538;8019
15.03.2017;263398;131354;138709;5073;685738;111622;44413;8021
16.03.2017;254490;128823;124659;4631;668502;104653;44612;7862
17.03.2017;254007;131905;113198;4617;659297;107977;42986;8184
18.03.2017;263349;130950;111807;4076;622648;92018;42835;7556
19.03.2017;265916;132258;120165;4946;599871;89562;42735;7470
20.03.2017;227352;112850;126252;4626;632471;110021;39609;7826
21.03.2017;234729;126754;132862;4998;655207;116233;44635;8088
22.03.2017;267164;143376;114202;5287;657960;118773;47881;7662
23.03.2017;276545;155662;115689;5206;669746;121966;52686;8053
24.03.2017;279611;158965;114694;5039;657080;112230;46775;8123
25.03.2017;269208;158575;119723;4551;566937;85086;39499;7446
26.03.2017;268231;153540;110962;4486;589470;86772;36626;7597
27.03.2017;250564;144176;104048;4279;637943;107413;38955;7641
28.03.2017;204566;113001;101849;3996;614052;104454;34727;7515
29.03.2017;175480;91334;90148;3685;622172;107901;35518;7587
30.03.2017;146870;67268;73665;3068;606406;99526;32777;7428
31.03.2017;102707;50234;79227;2999;567716;92237;27829;7379
01.04.2017;99368;52951;68432;2605;514545;75959;23750;7193
02.04.2017;123405;67606;53937;2515;523389;78119;26081;7299
03.04.2017;167900;100153;52441;2615;615061;104912;31122;7508
04.04.2017;194691;109280;61337;2975;626997;110531;30166;7453
05.04.2017;216392;125418;78405;3486;632867;109252;28841;7394
06.04.2017;240258;136989;84893;3517;649541;110470;30651;7404
07.04.2017;228179;126048;89595;3929;632063;105106;31371;7426
08.04.2017;197940;110272;90563;4156;562343;83853;26530;7307
09.04.2017;160685;90048;95006;3621;534629;77394;22259;6990
10.04.2017;160727;97699;84855;3580;611804;102848;26812;7389
11.04.2017;214930;121002;72266;4004;657083;106387;33851;7166
12.04.2017;210218;119876;76772;4241;643456;103581;29439;7087
13.04.2017;219602;126941;92761;4037;634289;97895;31644;6871
14.04.2017;226127;127377;97329;4351;559246;76412;31537;7881
15.04.2017;226867;128683;97149;4452;546069;74301;29707;7950
16.04.2017;263677;146929;95033;4456;551177;69913;33043;7593
17.04.2017;297346;165084;103232;4995;583006;80455;37435;6906
18.04.2017;349546;192116;110902;4753;701735;114046;47243;8240
19.04.2017;381619;212451;115035;5372;728018;119001;53311;6859
20.04.2017;373214;195384;131142;5733;704676;115377;46751;5486
21.04.2017;302596;150465;133536;4960;640467;102610;38149;4681
22.04.2017;275354;144447;120260;4744;596809;88468;40399;4339
23.04.2017;284646;151956;106357;4848;593165;90133;40898;3259
24.04.2017;264662;143443;111400;4767;632535;105125;38933;2944
25.04.2017;285988;166118;118725;4966;682512;112896;42499;2097
26.04.2017;306207;175037;107199;4670;708501;111701;46259;1562
27.04.2017;305385;174777;114433;4867;683299;114276;45061;1588
28.04.2017;281411;160413;110248;4611;647194;106125;44042;1471
29.04.2017;275884;152165;105591;4573;585282;89435;43322;1317
30.04.2017;236284;123950;98687;3966;524703;80028;33838;1217
01.05.2017;199814;98426;99553;3862;535308;76466;32172;1271
02.05.2017;212589;103574;88119;3841;624946;108743;42723;1447
03.05.2017;190131;89291;82732;3504;612231;111359;40356;1347
04.05.2017;203590;104642;94673;4196;634456;118757;45441;1556
05.05.2017;207188;115620;83276;4068;614683;114178;48876;1565
06.05.2017;166304;90772;93844;3757;535385;88383;37787;1350
07.05.2017;155761;83697;90202;3690;515436;83262;37291;1273
08.05.2017;197896;103613;75873;3672;610057;109690;54195;1466
09.05.2017;241099;122593;70636;4102;621860;110453;54606;1380
10.05.2017;239922;128152;93700;3958;612791;109967;52886;1289
11.05.2017;184270;94283;91617;3392;577227;99006;37719;1204
12.05.2017;134298;64854;84706;3058;551497;93860;31966;1152
13.05.2017;95335;47452;61992;2305;485650;73425;25241;1061
14.05.2017;81757;42634;50680;2087;476859;70182;23152;1071
15.05.2017;83053;43047;46315;1748;537665;91835;25534;898
16.05.2017;81899;40182;42735;1567;520220;94720;22363;577
17.05.2017;59293;26069;38241;1171;507458;89965;15108;803
18.05.2017;48741;24257;38937;1204;517387;89428;13807;1073
19.05.2017;52005;30558;28686;1142;513614;93816;13097;1077
20.05.2017;68490;40376;27022;1257;454337;73708;13063;964
21.05.2017;78090;47638;27255;1432;450650;71968;12833;964
22.05.2017;80853;43863;30965;1329;521800;89929;19886;1156
23.05.2017;68073;39829;30573;1200;506045;92232;16642;1180
24.05.2017;86200;47192;30330;1428;517289;90719;23076;1178
25.05.2017;81205;45935;29040;1377;456428;68128;19336;1104
26.05.2017;70040;39375;34750;1200;484014;72285;20200;1083
27.05.2017;51322;24533;32027;1085;449558;68162;15849;1032
28.05.2017;41884;20983;27797;950;446061;71008;14913;1103
29.05.2017;38874;19505;23168;970;556913;84953;24522;1247
30.05.2017;37608;19700;21494;940;551435;88741;22077;1281
31.05.2017;46563;27772;21970;947;530770;94331;22698;1412
01.06.2017;60463;37133;22427;911;541266;90216;25715;1328
02.06.2017;57270;32397;22955;903;528013;85410;23462;1380
03.06.2017;48591;27965;26209;882;462660;66383;22596;1273
04.06.2017;55891;31290;24101;1028;440295;56288;20099;1222
05.06.2017;61864;33951;23399;934;453791;59994;20240;1335
06.06.2017;66135;38290;26965;1006;509731;86075;21773;1869
07.06.2017;84813;49346;26891;1079;521798;97566;19639;2230
08.06.2017;76591;43430;26210;1125;533740;94672;18226;2996
09.06.2017;64124;38086;30655;1261;526947;94375;22671;4526
10.06.2017;59652;33268;29056;1089;462969;73125;19670;5128
11.06.2017;44899;22879;24398;1069;453136;68363;18092;5477
12.06.2017;49225;27876;23681;1041;518170;88651;23192;4954
13.06.2017;59012;33229;22833;1025;539836;96114;25876;4549
14.06.2017;59910;34324;22886;1032;545928;93385;26799;4418
15.06.2017;49401;26842;25872;973;517857;87336;21424;4767
16.06.2017;57365;31525;25071;944;515026;85916;18871;4602
17.06.2017;58747;30717;22918;976;471796;70975;16980;5148
18.06.2017;50503;25525;24113;865;463941;68746;15999;4349
19.06.2017;41853;19623;24096;883;563397;80491;25151;4352
20.06.2017;39581;20248;21956;829;564953;83860;24205;3800
21.06.2017;43530;23247;20274;847;572753;85740;26690;4170
22.06.2017;37820;18285;19367;793;549969;82734;23480;3605
23.06.2017;40892;19391;20386;814;517495;80037;24157;4199
24.06.2017;43256;22795;20390;874;457018;65115;19350;4494
25.06.2017;48193;26777;21416;848;454061;64389;19822;4303
26.06.2017;54546;29671;21711;860;594357;83746;26851;4376
27.06.2017;57522;34301;23312;945;582427;87284;26717;5266
28.06.2017;49051;27682;23812;943;577655;84522;23219;5305
29.06.2017;51720;27539;23804;971;573296;87298;24144;5234
30.06.2017;54563;29919;22055;973;535606;81963;21706;5427
01.07.2017;59191;31953;23726;976;474135;63704;18043;6588
02.07.2017;63491;36745;26903;955;470338;64863;17819;6467
03.07.2017;66008;37255;27913;1042;539446;88611;23973;6536
04.07.2017;65854;37375;29163;1212;548840;85721;23219;6832
05.07.2017;64977;36673;26454;1051;591552;85653;23627;5617
06.07.2017;53625;29391;25416;882;601803;80053;22067;5049
07.07.2017;44071;22608;24830;807;577162;75701;23761;4875
08.07.2017;42616;22344;22173;783;483328;61379;18072;5016
09.07.2017;43788;24671;21426;778;500065;59497;14435;5408
10.07.2017;46048;26030;20548;739;594888;74613;27065;5354
11.07.2017;47267;26444;21215;797;600861;75086;23650;6576
12.07.2017;57805;34681;22944;875;581933;79346;24770;7674
13.07.2017;70792;39991;23890;944;604464;80434;27243;7525
14.07.2017;72241;40777;26069;1092;595785;76861;22918;7576
15.07.2017;70888;38241;27411;1028;515077;63814;17861;6995
16.07.2017;61815;34672;25315;1026;493203;61314;16414;5906
17.07.2017;58758;31657;24428;986;588065;76902;23250;6584
18.07.2017;51099;28510;23994;820;577691;75377;20980;6625
19.07.2017;40840;20203;23030;847;587425;73909;19405;6703
20.07.2017;39257;19576;22319;788;587395;75547;16791;7275
21.07.2017;39793;21313;20249;786;553522;76637;19241;7017
22.07.2017;39178;19842;19831;777;460724;61963;16130;6478
23.07.2017;42028;23482;19480;772;457009;59918;14049;6723
24.07.2017;50845;31281;20216;853;570314;78792;20758;6877
25.07.2017;63719;35208;21311;907;537992;82016;24831;6674
26.07.2017;67148;33112;21727;891;541065;79773;25855;6425
27.07.2017;59756;30031;24721;949;546334;79907;22711;7446
28.07.2017;57488;30437;25448;1016;520522;78877;16239;7758
29.07.2017;49062;26049;23025;926;463306;62235;14803;7766
30.07.2017;39247;20542;22035;824;454850;58944;15423;7610
31.07.2017;38921;21613;20650;767;530783;77778;19564;7842
01.08.2017;37034;21988;18921;809;534433;79552;18917;7733
02.08.2017;38479;22392;18904;789;540840;82786;20207;7864
03.08.2017;38324;21285;18971;802;535210;83832;17166;7921
04.08.2017;41194;23334;19083;814;512598;81961;15602;7693
05.08.2017;45235;26052;19122;818;474498;64688;15827;7668
06.08.2017;52712;30907;19701;905;476080;62727;14935;7453
07.08.2017;52005;29784;19862;808;539741;84227;17183;6446
08.08.2017;46858;27333;21247;826;535189;88923;16156;6414
09.08.2017;46317;27585;20756;880;530046;88375;15330;6711
10.08.2017;54105;33188;20370;986;559744;87085;17693;6833
11.08.2017;61987;37677;20556;1079;546130;84458;16172;6736
12.08.2017;65878;38411;21642;1101;477490;66889;14168;6793
13.08.2017;64406;37697;23256;1020;476788;64155;14524;6494
14.08.2017;58181;32288;24653;961;524974;79539;14989;6802
15.08.2017;44397;24574;23101;958;514165;82141;13633;6630
16.08.2017;45423;24868;22635;966;541541;83750;14743;6828
17.08.2017;43488;24564;20185;839;539691;81788;13520;6339
18.08.2017;44116;25662;20545;791;515823;79797;17242;6378
19.08.2017;53595;32839;21086;931;454229;62420;13490;6482
20.08.2017;62702;37728;21625;948;459701;62679;12712;6522
21.08.2017;70071;40035;23090;1038;517295;83804;22014;6545
22.08.2017;74956;41848;25331;1012;532503;87912;22901;6554
23.08.2017;69224;37947;26805;849;524022;89317;23122;6374
24.08.2017;59661;32784;27504;940;527070;89560;22247;6580
25.08.2017;54367;30136;26655;949;517241;82420;22900;6571
26.08.2017;48333;26616;24169;866;466603;67123;18552;6365
27.08.2017;49065;27789;23015;916;459089;67542;17299;6244
28.08.2017;53504;29401;21939;829;537604;84444;21202;6298
29.08.2017;46311;26038;21903;790;537940;89213;19841;6287
30.08.2017;39228;20295;22809;670;529645;86522;20295;6386
31.08.2017;44416;25663;21782;901;586453;87097;21128;6602
01.09.2017;62257;35945;21171;928;571885;85011;20531;6491
02.09.2017;80027;46367;25606;1034;505563;68530;16423;6414
03.09.2017;96681;54528;27811;889;500713;68164;16712;6314
04.09.2017;97072;51294;27626;931;565211;89645;22174;6401
05.09.2017;76795;39258;29843;984;553053;90951;21183;6321
06.09.2017;68246;36507;29900;1131;536223;90469;21233;6823
07.09.2017;78738;41656;28440;1103;554209;90951;24057;7130
08.09.2017;79769;44422;30471;1196;524836;90323;23296;7537
09.09.2017;77942;45402;33999;1242;486179;72061;21355;6851
10.09.2017;81990;47220;36693;1543;485778;70500;21148;6600
11.09.2017;88739;47299;37130;1584;532690;93663;25447;6788
12.09.2017;94505;49637;36225;1604;544546;99828;27765;6873
13.09.2017;95585;49481;37656;1590;536971;98051;29017;6842
14.09.2017;114841;60287;42245;1925;551735;100700;32836;6994
15.09.2017;123077;66144;48178;2297;565236;100253;32542;7013
16.09.2017;133042;71240;53272;2245;512086;84740;27352;6615
17.09.2017;145158;81469;52145;2249;521447;82792;27764;6486
18.09.2017;157296;87868;55595;2287;631818;103089;31844;6949
19.09.2017;157186;86307;56225;2241;648162;105031;31768;7352
20.09.2017;152018;79967;57456;2337;601071;104007;31087;7528
21.09.2017;135345;66610;57587;2516;599697;102586;34708;7250
22.09.2017;122173;57695;57329;2510;593347;97607;30957;6624
23.09.2017;110500;54184;53876;2310;534701;81173;28193;6689
24.09.2017;110167;56593;53159;2233;541565;80135;27955;6596
25.09.2017;110497;54995;53646;2175;646832;98094;32368;6877
26.09.2017;104110;55459;52919;2138;645515;102784;31464;7123
27.09.2017;91332;50453;52951;2251;633860;103941;32951;7171
28.09.2017;85446;45998;50870;1872;630788;101437;33309;7069
29.09.2017;76013;42340;47834;1771;597423;94164;33715;7403
30.09.2017;78462;40223;46828;2075;545541;77579;30753;7690
01.10.2017;98286;45916;43225;1869;550034;73547;34975;514
02.10.2017;104908;47431;45055;1917;572326;80143;36246;614
03.10.2017;116899;55435;53320;1957;565298;77688;34032;559
04.10.2017;135433;63554;60841;2701;618528;99409;39736;732
05.10.2017;153371;70361;60303;2719;626420;106175;43815;724
06.10.2017;164344;75658;68939;2786;639006;100283;45095;687
07.10.2017;168630;77595;78386;3090;590935;84253;39449;636
08.10.2017;170618;77404;78382;3217;602886;80685;45006;666
09.10.2017;190199;88593;82461;3534;693816;104638;53635;749
10.10.2017;165273;73731;81540;3338;637783;108994;46348;680
11.10.2017;130317;63625;82408;3345;618689;104592;41631;726
12.10.2017;115638;54390;77279;3263;631585;103527;38963;761
13.10.2017;112741;52047;67882;2901;627657;100446;39906;687
14.10.2017;89846;41861;66452;2986;563114;82338;34784;575
15.10.2017;82529;37879;64631;2166;557469;80867;34035;555
16.10.2017;75565;33323;55166;1981;629056;97176;33728;626
17.10.2017;75570;37015;51018;1876;659494;102664;31902;625
18.10.2017;92837;47263;50039;1724;690177;103659;39536;665
19.10.2017;100312;48158;51239;1704;670765;103182;40053;651
20.10.2017;105637;51721;56522;2022;623667;99181;36784;693
21.10.2017;123460;61460;62122;2461;582640;81080;37391;604
22.10.2017;151851;72696;63689;2797;590936;84271;38625;614
23.10.2017;174853;81707;60559;3340;714448;106931;45955;744
24.10.2017;166260;72551;73640;3147;684283;110937;44340;738
25.10.2017;123778;56904;80259;3159;646566;108601;41633;725
26.10.2017;125319;60120;76561;3164;693152;108293;43333;710
27.10.2017;149505;71526;69451;3522;663501;110403;43928;650
28.10.2017;168475;77750;76435;3614;633440;94644;37693;615
29.10.2017;195410;86854;83559;3441;622902;89589;42132;552
30.10.2017;257224;112120;94554;3641;695739;101318;56287;680
31.10.2017;264722;115184;108253;4298;675589;97264;55662;640
01.11.2017;224868;98443;111930;4370;699356;111749;52479;741
02.11.2017;208046;98199;109832;4441;710904;115348;48311;727
03.11.2017;219606;111503;102674;4412;762823;111599;52132;765
04.11.2017;204919;96936;101268;4354;624227;90848;47961;641
05.11.2017;217364;109243;104387;4376;638785;94508;48803;671
06.11.2017;270361;144095;105665;5552;811579;119449;60343;791
07.11.2017;303898;168679;108945;5278;807877;124172;61168;837
08.11.2017;301957;164061;119035;5450;837566;124116;59838;768
09.11.2017;298212;155730;120797;5459;782716;117581;60019;735
10.11.2017;281421;136618;118406;5487;728582;114247;57343;711
11.11.2017;299594;146471;123754;5604;682491;98793;58104;666
12.11.2017;334488;167376;128780;6132;701986;100461;56390;641
13.11.2017;365618;181339;138181;6039;799365;124412;61073;718
14.11.2017;365328;176655;142716;6207;776553;121909;60613;662
15.11.2017;324778;146225;145425;5687;806981;117366;57160;696
16.11.2017;304867;131077;143520;5727;798020;116796;56372;687
17.11.2017;307225;144840;129553;5784;775661;113546;58158;605
18.11.2017;324220;155865;127339;5952;684066;99519;54462;546
19.11.2017;336437;163119;133326;5835;681774;100097;55991;577
20.11.2017;358248;176292;146171;5981;814847;126588;62859;679
21.11.2017;337937;156754;148739;5701;793219;120861;63314;651
22.11.2017;280402;121537;147150;5730;731597;119815;57750;580
23.11.2017;229264;99659;137695;5426;717026;116042;49863;650
24.11.2017;223844;120046;126048;5339;735215;117016;55928;590
25.11.2017;286198;160821;121995;5387;699305;100845;65806;568
26.11.2017;331778;172120;121610;5986;697488;100405;67334;582
27.11.2017;356204;181731;141365;6268;774830;124487;73359;698
28.11.2017;353210;177139;152488;6702;813829;126599;68600;751
29.11.2017;388939;193659;154117;7229;902447;136383;85236;732
30.11.2017;429850;215223;153340;7707;912227;136150;87609;734
01.12.2017;453880;232283;159865;7517;901048;128877;87626;716
02.12.2017;457689;237215;165743;7777;790138;111380;86579;662
03.12.2017;448565;218657;170238;7714;766969;107544;83512;628
04.12.2017;417925;195005;172702;7786;813866;121826;80477;676
05.12.2017;365924;168908;174072;6743;784382;124282;68778;722
06.12.2017;328510;151422;164157;6930;780299;122324;67678;678
07.12.2017;321537;156593;150427;6764;772475;124359;66890;697
08.12.2017;345439;179285;149302;6753;793658;124302;75116;751
09.12.2017;390369;199091;150344;7607;747957;108146;73156;676
10.12.2017;425372;223000;166230;7257;746913;109046;77130;652
11.12.2017;432589;241778;179837;8135;819483;132812;82371;790
12.12.2017;419763;236478;184145;8247;811250;137277;82603;783
13.12.2017;419272;226993;170514;8141;802474;136354;82743;764
14.12.2017;398493;215387;173949;8309;808322;132753;82217;738
15.12.2017;414517;219549;178645;8173;858436;128187;81369;746
16.12.2017;420957;217102;176902;8243;741949;108163;79602;670
17.12.2017;435916;219465;173982;7709;745574;106371;80249;636
18.12.2017;458402;223710;173487;7591;882644;127052;84683;779
19.12.2017;450542;218661;179461;7150;900761;127749;84611;750
20.12.2017;404540;184393;186918;7336;860056;120650;79492;723
21.12.2017;351229;161326;180062;6962;793137;119051;71482;683
22.12.2017;334930;163727;163561;6738;729744;107630;67617;651
23.12.2017;293517;145339;149201;6307;636470;80041;46209;620
24.12.2017;254325;130109;146433;6175;594405;64317;39727;536
25.12.2017;257795;124673;134330;5957;616625;69266;45786;503
26.12.2017;285987;142583;124689;5255;634286;75175;53034;512
27.12.2017;343720;169030;129693;6613;694576;93642;76534;643
