time,solar [J/m^2]
2022-02-02,179570.23429791708
2022-02-03,92258.87621664135
2022-02-04,109946.42908349905
2022-02-05,225725.6874525242
2022-02-06,76995.36999444193
2022-02-07,245255.57507341515
2022-02-08,75013.01273659937
2022-02-09,185962.62040077322
2022-02-10,159545.37602850125
2022-02-11,238781.51155970807
2022-02-12,342849.0367463061
2022-02-13,359305.59449615766
2022-02-14,251268.68061934828
2022-02-15,237760.75186168263
2022-02-16,77178.40373561815
2022-02-17,270040.98846114485
2022-02-18,121695.43627439742
2022-02-19,326730.43937252223
2022-02-20,112933.13978014578
2022-02-21,258777.9735797314
2022-02-22,233716.01991413953
2022-02-23,392785.74743046006
2022-02-24,264125.2099595877
2022-02-25,334904.39883702353
2022-02-26,364031.15359191695
2022-02-27,470604.59245861036
2022-02-28,491248.1171401043
2022-03-01,472442.72995251423
2022-03-02,413016.58661866625
2022-03-03,501257.7107671883
2022-03-04,461255.06882036646
2022-03-05,455765.15582954587
2022-03-06,363957.10523507925
2022-03-07,515134.7048440438
2022-03-08,569776.5695032928
2022-03-09,584109.3114667981
2022-03-10,589989.3327712897
2022-03-11,607665.9028445637
2022-03-12,547279.3919906142
2022-03-13,578668.9660293058
2022-03-14,381989.2724169872
2022-03-15,271149.1509538034
2022-03-16,477173.38668217923
2022-03-17,302001.4287642927
2022-03-18,557774.8300746479
2022-03-19,628560.7870702563
2022-03-20,613431.6083110535
2022-03-21,678552.553212429
2022-03-22,706119.7153803437
2022-03-23,717205.2612550199
2022-03-24,722091.0431310429
2022-03-25,721440.1531432094
2022-03-26,679439.4890984367
2022-03-27,630106.1396945595
2022-03-28,696897.6386480959
2022-03-29,517213.3674719403
2022-03-30,367831.4854248589
2022-03-31,279846.35379315494
2022-04-01,274950.5898595617
2022-04-02,418871.55687722616
2022-04-03,605404.047007203
2022-04-04,423797.43640633876
2022-04-05,206203.45952918896
2022-04-06,322693.7934279786
2022-04-07,370887.30753573315
2022-04-08,361670.33369901753
2022-04-09,699284.2641194528
2022-04-10,732039.5835794401
2022-04-11,834365.6035919104
2022-04-12,819373.6971364069
2022-04-13,736239.0912021884
2022-04-14,644176.6584267601
2022-04-15,519868.0751315141
2022-04-16,804059.6801029961
2022-04-17,929744.8762753601
2022-04-18,941389.2757506795
2022-04-19,881343.4850284521
2022-04-20,830581.8008236882
2022-04-21,624989.3300769819
2022-04-22,672186.6202690935
2022-04-23,705424.8089585606
2022-04-24,573543.6765067471
2022-04-25,625073.4947594844
2022-04-26,609457.272291334
2022-04-27,735387.8363296377
2022-04-28,913753.7389250736
2022-04-29,828075.0747230008
2022-04-30,647883.6849043671
2022-05-01,577878.7183877698
2022-05-02,800535.0061054565
2022-05-03,843041.5613146977
2022-05-04,779779.6096637555
2022-05-05,716195.4239896043
2022-05-06,730391.7966233809
2022-05-07,819675.4427193085
2022-05-08,916007.9553331068
2022-05-09,977665.362129961
2022-05-10,753555.11097582
2022-05-11,933600.2432474806
2022-05-12,829277.9178858089
2022-05-13,794219.1410462948
2022-05-14,982536.2342040907
2022-05-15,1086517.0035378619
2022-05-16,772882.8424157401
2022-05-17,745493.5646182188
2022-05-18,1002451.4220334162
2022-05-19,863427.5320290448
2022-05-20,773787.6107744654
2022-05-21,795914.3797705527
2022-05-22,884210.3451609203
2022-05-23,742415.6099204266
2022-05-24,709714.6508360212
2022-05-25,835251.8319129975
2022-05-26,645210.726758646
2022-05-27,687495.9471903768
2022-05-28,895925.1293638967
2022-05-29,798983.1562977942
2022-05-30,842811.0746214897
2022-05-31,948806.783713661
2022-01-01,93707.16433886008
2022-01-02,88075.69875569445
2022-01-03,84867.81460177786
2022-01-04,49621.43746186953
2022-01-05,110602.01782711
2022-01-06,150113.83406887125
2022-01-07,97418.62836451277
2022-01-08,117635.90188514476
2022-01-09,85044.50807056158
2022-01-10,110578.99835232577
2022-01-11,130749.77891107056
2022-01-12,108421.45176565067
2022-01-13,142224.57678346956
2022-01-14,142935.90192891812
2022-01-15,135442.5813271907
2022-01-16,94562.93388381286
2022-01-17,63569.286937402234
2022-01-18,95957.68563348777
2022-01-19,146153.69162463382
2022-01-20,165021.85739938603
2022-01-21,138104.96587717388
2022-01-22,65158.679596248905
2022-01-23,94271.07864234498
2022-01-24,167951.4617752606
2022-01-25,137580.87978632623
2022-01-26,116210.0209299855
2022-01-27,102586.01375003801
2022-01-28,193078.6968528976
2022-01-29,70646.61255540042
2022-01-30,192778.73003274915
2022-01-31,107556.01572889724
2022-02-01,79371.44550195998
2022-02-02,179569.78359640075
2022-02-03,92258.83457261576
2022-02-04,109946.34865412733
2022-02-05,225725.6068081482
2022-02-06,76995.4842415038
2022-02-07,245255.39176945304
2022-02-08,75012.56076397558
2022-02-09,185962.63661823294
2022-02-10,159545.32439155396
2022-02-11,238781.42592600398
2022-02-12,342848.9771356718
2022-02-13,359305.3994294764
2022-02-14,251268.5519688182
2022-02-15,237760.78450908375
2022-02-16,77178.36851400316
2022-02-17,270040.9681970381
2022-02-18,121695.37784494855
2022-02-19,326730.39611158316
2022-02-20,112933.18779938253
2022-02-21,258777.79018901743
2022-02-22,233716.04988280215
2022-02-23,392785.89132276486
2022-02-24,264125.1428869151
2022-02-25,334904.26603455056
2022-02-26,364031.1342050236
2022-02-27,470604.5578920047
2022-02-28,491248.2894927392
2022-03-01,472442.7177708456
2022-03-02,413016.4286535695
2022-03-03,501257.57915078505
2022-03-04,461255.1585461097
2022-03-05,455764.9045760701
2022-03-06,363957.0364652309
2022-03-07,515134.4898047368
2022-03-08,569776.4304332113
2022-03-09,584109.5477258728
2022-03-10,589989.3692735721
2022-03-11,607666.1027652222
2022-03-12,547279.3330444664
2022-03-13,578668.8727799144
2022-03-14,381988.9872666043
2022-03-15,271149.0274059622
2022-03-16,477173.10881419556
2022-03-17,302001.41033560847
2022-03-18,557774.914109892
2022-03-19,628560.6807196388
2022-03-20,613431.7736920838
2022-03-21,678552.5418462044
2022-03-22,706119.4612884516
2022-03-23,717205.3148366468
2022-03-24,722091.2389061454
2022-03-25,721440.4526016951
2022-03-26,679439.5198112716
2022-03-27,630106.0808714897
2022-03-28,696897.6391263468
2022-03-29,517213.67204143637
2022-03-30,367831.4283245806
2022-03-31,279846.2393021552
2022-04-01,274950.1264267596
2022-04-02,418871.7220107385
2022-04-03,605404.1929641077
2022-04-04,423797.34282990004
2022-04-05,206203.62652317566
2022-04-06,322693.678345168
2022-04-07,370887.26079682144
2022-04-08,361670.1253576614
2022-04-09,699284.0863808718
2022-04-10,732039.6089516118
2022-04-11,834365.6284834422
2022-04-12,819373.6277445233
2022-04-13,736239.5169192307
2022-04-14,644176.4938841232
2022-04-15,519868.1005445603
2022-04-16,804059.7640663498
2022-04-17,929744.8653521608
2022-04-18,941389.3438171674
2022-04-19,881343.6551748179
2022-04-20,830581.6398606737
2022-04-21,624989.0631533443
2022-04-22,672186.7824358965
2022-04-23,705424.9811887201
2022-04-24,573543.897149922
2022-04-25,625073.6272243337
2022-04-26,609457.1644722896
2022-04-27,735388.2148325644
2022-04-28,913753.8197515587
2022-04-29,828074.8098674236
2022-04-30,647883.7434013005
2022-05-01,577878.680488425
2022-05-02,800534.9672662555
2022-05-03,843041.4799195192
2022-05-04,779779.9213932754
2022-05-05,716195.661242188
2022-05-06,730391.5170733636
2022-05-07,819675.2591405677
2022-05-08,916007.841801994
2022-05-09,977665.4204905842
2022-05-10,753554.9433540959
2022-05-11,933600.0318665792
2022-05-12,829278.0187424441
2022-05-13,794219.0741998727
2022-05-14,982536.1177576748
2022-05-15,1086516.7836361043
2022-05-16,772882.7568381038
2022-05-17,745493.6991270309
2022-05-18,1002451.4425299726
2022-05-19,863427.5508186863
2022-05-20,773788.0707487148
2022-05-21,795914.434113766
2022-05-22,884210.2910954388
2022-05-23,742415.7691506678
2022-05-24,709714.638714028
2022-05-25,835251.7290429281
2022-05-26,645210.7191916003
2022-05-27,687495.6377445522
2022-05-28,895925.1644938899
2022-05-29,798983.1563192117
2022-05-30,842810.9608298874
2022-05-31,948806.9080919995
2022-06-01,913964.3205865183
2022-06-02,957733.9007782388
2022-06-03,958915.2406876188
2022-06-04,905196.512434468
2022-06-05,636016.759940576
2022-06-06,797037.8290229067
2022-06-07,734505.9956660854
2022-06-08,702134.8851876967
2022-06-09,750203.1665421241
2022-06-10,818313.5189589161
2022-06-11,865262.5086889766
2022-06-12,1037967.2519430375
2022-06-13,947294.1182632757
2022-06-14,1019255.2722549922
2022-06-15,1162388.8641714929
2022-06-16,1072401.4431047586
2022-06-17,1028307.9737146908
2022-06-18,1131217.9110639056
2022-06-19,927545.8542713925
2022-06-20,795373.2927948419
2022-06-21,1077192.1908026475
2022-06-22,957598.2946615951
2022-06-23,1086410.54242631
2022-06-24,750696.5504514369
2022-06-25,868050.9747054172
2022-06-26,864551.0843139403
2022-06-27,718024.0631237178
2022-06-28,951388.3096197596
2022-06-29,738692.7038098602
2022-06-30,953005.8513360481
2022-07-01,565740.4892152732
2022-07-02,1093214.1281751853
2022-07-03,1022499.723926412
2022-07-04,972759.9020476124
2022-07-05,871237.7780198836
2022-07-06,800191.5307739158
2022-07-07,421919.38876671373
2022-07-08,753103.8172431099
2022-07-09,723452.709053476
2022-07-10,632193.8958047074
2022-07-11,652166.1345470448
2022-07-12,1024819.3207273901
2022-07-13,843252.7500026672
2022-07-14,911610.8855162952
2022-07-15,803956.7245694011
2022-07-16,983280.7754239525
2022-07-17,1108487.1354229993
2022-07-18,1068121.3675938414
2022-07-19,1156548.5398749216
2022-07-20,1025566.8000391218
2022-07-21,700671.1516957319
2022-07-22,827944.261631319
2022-07-23,851293.9765816475
2022-07-24,1008625.1792851818
2022-07-25,875496.6160349232
2022-07-26,731861.6185496676
2022-07-27,714712.3722325041
2022-07-28,896347.9488172849
2022-07-29,811431.6606869859
2022-07-30,818746.6703650429
2022-07-31,646651.2270316614
2022-08-01,727613.0422751241
2022-08-02,916517.6421803049
2022-08-03,989078.7718684092
2022-08-04,896364.9971972076
2022-08-05,619978.1853929601
2022-08-06,829592.3622892007
2022-08-07,909054.0232487152
2022-08-08,893355.1113748226
2022-08-09,939050.5310778947
2022-08-10,973867.439769508
2022-08-11,1013034.4426944539
2022-08-12,930687.8449205566
2022-08-13,846752.0183588248
2022-08-14,857312.8548890585
2022-08-15,664295.8713126297
2022-08-16,797256.7780423928
2022-08-17,685491.4062719392
2022-08-18,568654.946214711
2022-08-19,486836.4549927008
2022-08-20,513058.997845928
2022-08-21,775534.8183140452
2022-08-22,698889.0258971507
2022-08-23,774439.1878663722
2022-08-24,799443.5498153617
2022-08-25,748113.7960725605
2022-08-26,585171.3628358878
2022-08-27,359406.88875775976
2022-08-28,657675.9881706395
2022-08-29,644723.929174577
2022-08-30,641026.221435786
2022-08-31,509039.6376234012
2022-09-01,634643.1879905341
2022-09-02,734970.0214588693
2022-09-03,634451.4382359709
2022-09-04,650021.21673267
2022-09-05,682733.2397895759
2022-09-06,621808.6942245006
2022-09-07,570663.2254836423
2022-09-08,352186.4603721359
2022-09-09,532444.4502746378
2022-09-10,388826.5494346013
2022-09-11,457762.9658322513
2022-09-12,632985.5744046286
2022-09-13,466649.4718785204
2022-09-14,269290.92006357183
2022-09-15,355664.94385027204
2022-09-16,442628.24195194925
2022-09-17,479039.9669089375
2022-09-18,298795.7444857876
2022-09-19,423223.12015087815
2022-09-20,462106.3534803462
2022-09-21,526289.8745718371
2022-09-22,586455.617862549
2022-09-23,522315.35540511244
2022-09-24,327287.2599100483
2022-09-25,365977.08448757586
2022-09-26,344146.3727891552
2022-09-27,309245.52985649084
2022-09-28,318474.3762641145
2022-09-29,391360.46179674444
2022-09-30,459141.3284940832
2022-10-01,203915.90742722922
2022-10-02,245311.06950964584
2022-10-03,320764.18566998624
2022-10-04,462135.6075570539
2022-10-05,467719.19706139184
2022-10-06,446619.8140587248
2022-10-07,461159.3077626706
2022-10-08,351429.9425758535
2022-10-09,481502.88392002747
2022-10-10,438289.80323918123
2022-10-11,360225.08001894207
2022-10-12,370218.53443357116
2022-10-13,240349.54124666998
2022-10-14,179250.10211487013
2022-10-15,178354.61236057957
2022-10-16,304699.8519971269
2022-10-17,332926.74423812557
2022-10-18,254252.9786227959
2022-10-19,285284.657583364
2022-10-20,252649.7720407117
2022-10-21,169239.26904492383
2022-10-22,262819.2622522466
2022-10-23,273902.6023091869
2022-10-24,228217.3984623934
2022-10-25,272712.7215473882
2022-10-26,269784.083356735
2022-10-27,309701.9388651198
2022-10-28,291454.8442698421
2022-10-29,245836.6119473898
2022-10-30,316196.92424611974
2022-10-31,253234.17412184065
2022-11-01,232525.8517432209
2022-11-02,257258.31613442916
2022-11-03,213544.36461423527
2022-11-04,140628.80917813323
2022-11-05,218784.31389320464
2022-11-06,232360.03662155636
2022-11-07,174617.8117510658
2022-11-08,247405.42178441156
2022-11-09,182550.88910704074
2022-11-10,213070.21291294208
2022-11-11,206237.89030351434
2022-11-12,224425.6599230042
2022-11-13,248240.87384327536
2022-11-14,188572.01393876283
2022-11-15,176450.1931904957
2022-11-16,122021.17019933472
2022-11-17,106230.13199723091
2022-11-18,100493.95293056026
2022-11-19,145000.01541856228
2022-11-20,141786.02035305568
2022-11-21,143406.46867021327
2022-11-22,114198.58771238815
2022-11-23,189199.52453707217
2022-11-24,131829.76481549098
2022-11-25,128472.48677919111
2022-11-26,119036.82895705126
2022-11-27,133356.47285963464
2022-11-28,65867.20784801691
2022-11-29,52892.01322391268
2022-11-30,69332.03251882324
2022-12-01,70276.90827686462
2022-12-02,61678.160660092275
2022-12-03,96056.96517902566
2022-12-04,84125.11211150466
2022-12-05,53489.35903602621
2022-12-06,65063.22205304655
2022-12-07,113790.92278876422
2022-12-08,99256.47011179652
2022-12-09,97947.80339089922
2022-12-10,91952.64370257028
2022-12-11,102869.15452393779
2022-12-12,129942.39372416034
2022-12-13,158272.3504443964
2022-12-14,98683.97440513464
2022-12-15,142607.30586501854
2022-12-16,119272.29013420526
2022-12-17,137942.48136072324
2022-12-18,146223.74497554463
2022-12-19,58257.19878776634
2022-12-20,80326.30091219935
2022-12-21,45086.856487113946
2022-12-22,53662.49500388033
2022-12-23,33103.57503729474
2022-12-24,79087.0342877822
2022-12-25,92193.33609686654
2022-12-26,72511.9414266829
2022-12-27,130873.49211399577
2022-12-28,74297.72965955485
2022-12-29,107588.80224000105
2022-12-30,117504.59735894518
2022-12-31,83976.67607690152
2023-01-01,117035.22668286413
2023-01-02,91862.25662940902
2023-01-03,108142.41864522711
2023-01-04,38183.63242935269
2023-01-05,84373.93733701309
2023-01-06,77192.16014945006
2023-01-07,144775.86008338063
2023-01-08,86420.0716028519
2023-01-09,95229.8550079278
2023-01-10,105892.04407442489
2023-01-11,57043.72940141116
2023-01-12,46475.02976094619
2023-01-13,116979.1613827257
2023-01-14,71037.66051954559
2023-01-15,106437.76159882387
2023-01-16,122194.85774983611
2023-01-17,165801.8321720173
2023-01-18,153547.5903557453
2023-01-19,137309.09460090578
2023-01-20,144342.82455422217
2023-01-21,123217.80135007061
2023-01-22,97603.67467626456
2023-01-23,115724.70622338919
2023-01-24,156297.32584413767
2023-01-25,134235.79569646178
2023-01-26,90603.13010830771
2023-01-27,95661.34611418721
2023-01-28,148881.21121403982
2023-01-29,153105.66252191566
2023-01-30,133512.15793525553
2023-01-31,107858.56085703905
2023-02-01,152593.53641075687
2023-02-02,92638.98864003723
2023-02-03,77802.79969922168
2023-02-04,187403.03713903195
2023-02-05,136549.02365598534
2023-02-06,177528.63488038388
2023-02-07,321895.22539999447
2023-02-08,338039.29012398195
2023-02-09,326736.7592491257
2023-02-10,276972.69939901296
2023-02-11,148928.96853899106
2023-02-12,132037.8352978689
2023-02-13,275722.32904714363
2023-02-14,340816.2455782448
2023-02-15,363939.0799447904
2023-02-16,287011.4482494127
2023-02-17,92439.42562983664
2023-02-18,118047.93667476217
2023-02-19,199910.8508574322
2023-02-20,270745.46590628475
2023-02-21,256627.40405821975
2023-02-22,316173.0069083365
2023-02-23,198471.13623358254
2023-02-24,180821.78409024872
2023-02-25,384873.40058221045
