DayOfUse;HGasSLPsyn;UnitHGasSLPsyn;HGasSLPana;UnitHGasSLPana;LGasSLPsyn;UnitLGasSLPsyn;LGasSLPana;UnitLGasSLPana;HGasRLMmT;UnitHGasRLMmT;LGasRLMmT;UnitLGasRLMmT;HGasRLMoT;UnitHGasRLMoT;LGasRLMoT;UnitLGasRLMoT;Status
30.04.2012;120449376;kWh;21007200;kWh;46891008;kWh;25638048;kWh;92460624;kWh;54887928;kWh;340478526;kWh;125117411;kWh;final
01.05.2012;124333560;kWh;19618080;kWh;47825952;kWh;23413200;kWh;79322880;kWh;49719024;kWh;303347162;kWh;116920900;kWh;final
02.05.2012;148660176;kWh;19499664;kWh;53084136;kWh;20309160;kWh;114490800;kWh;69504480;kWh;425200068;kWh;152647661;kWh;final
03.05.2012;182458944;kWh;19464960;kWh;64445928;kWh;20155560;kWh;121154064;kWh;72268176;kWh;444812497;kWh;153861005;kWh;final
04.05.2012;178394904;kWh;19741824;kWh;69997560;kWh;23193480;kWh;115395408;kWh;66205944;kWh;389280715;kWh;142487199;kWh;final
05.05.2012;228944400;kWh;25531032;kWh;106458072;kWh;25889184;kWh;91153752;kWh;56533104;kWh;347453586;kWh;132726144;kWh;final
06.05.2012;276247848;kWh;23363040;kWh;132865704;kWh;23554824;kWh;98380800;kWh;62885880;kWh;348528656;kWh;133833800;kWh;final
07.05.2012;285480408;kWh;29038752;kWh;128141448;kWh;38619840;kWh;134910336;kWh;81682632;kWh;439405346;kWh;161578900;kWh;final
08.05.2012;229707264;kWh;38949408;kWh;98015424;kWh;47232816;kWh;126260808;kWh;71780832;kWh;402715314;kWh;148516125;kWh;final
09.05.2012;182271024;kWh;35213808;kWh;76759992;kWh;44831400;kWh;121846608;kWh;70507296;kWh;433647455;kWh;145847628;kWh;final
10.05.2012;111008016;kWh;24091200;kWh;45750696;kWh;29063112;kWh;110876856;kWh;66266808;kWh;401725470;kWh;140295509;kWh;final
11.05.2012;95724216;kWh;21050856;kWh;44717808;kWh;25622952;kWh;103233672;kWh;62642400;kWh;384751010;kWh;137430911;kWh;final
12.05.2012;200540784;kWh;17427024;kWh;82417824;kWh;19441992;kWh;88036824;kWh;54458160;kWh;359114068;kWh;125172788;kWh;final
13.05.2012;297575424;kWh;17706480;kWh;117667872;kWh;21409056;kWh;95499960;kWh;59376048;kWh;360536817;kWh;128176438;kWh;final
14.05.2012;300250248;kWh;29947752;kWh;113787048;kWh;35071104;kWh;128747184;kWh;74006136;kWh;431909068;kWh;154703429;kWh;final
15.05.2012;347925168;kWh;35844552;kWh;128401200;kWh;37453392;kWh;133761192;kWh;80000184;kWh;460752704;kWh;162908680;kWh;final
16.05.2012;407142552;kWh;31372368;kWh;148846728;kWh;30982560;kWh;137583744;kWh;80671776;kWh;465409266;kWh;166025024;kWh;final
17.05.2012;385781496;kWh;36375048;kWh;148754328;kWh;41098488;kWh;97343520;kWh;61984248;kWh;345010668;kWh;136418800;kWh;final
18.05.2012;293295528;kWh;47139816;kWh;109156944;kWh;47242008;kWh;99818400;kWh;62428512;kWh;357104045;kWh;140333746;kWh;final
19.05.2012;176002056;kWh;36830640;kWh;65972784;kWh;37579656;kWh;76088112;kWh;50083056;kWh;285766304;kWh;121355968;kWh;final
20.05.2012;125840016;kWh;28646232;kWh;48469512;kWh;30895464;kWh;76414776;kWh;53515464;kWh;285445504;kWh;124462218;kWh;final
21.05.2012;115906824;kWh;19411176;kWh;40661424;kWh;21422952;kWh;110707080;kWh;70261824;kWh;378418741;kWh;142712178;kWh;final
22.05.2012;102754032;kWh;15997032;kWh;33270552;kWh;17631552;kWh;110980776;kWh;67769568;kWh;390721533;kWh;147618606;kWh;final
23.05.2012;82321728;kWh;15377928;kWh;28458960;kWh;15006576;kWh;108952416;kWh;67457760;kWh;381204138;kWh;144845891;kWh;final
24.05.2012;81904056;kWh;15691128;kWh;28376160;kWh;13736616;kWh;107182992;kWh;64827648;kWh;370642804;kWh;141883059;kWh;final
25.05.2012;100355640;kWh;14663304;kWh;34704984;kWh;13180488;kWh;102577896;kWh;60411000;kWh;352797272;kWh;138223916;kWh;final
26.05.2012;108225744;kWh;14487768;kWh;37776432;kWh;12097104;kWh;69542688;kWh;45391224;kWh;282900710;kWh;115384003;kWh;final
27.05.2012;117222600;kWh;15027216;kWh;37910208;kWh;11968632;kWh;61949448;kWh;38777280;kWh;275305821;kWh;107559196;kWh;final
28.05.2012;111639768;kWh;14962560;kWh;36562488;kWh;11360256;kWh;70359744;kWh;45725928;kWh;300178856;kWh;113746565;kWh;final
29.05.2012;115669608;kWh;14604864;kWh;44209608;kWh;11059632;kWh;106151592;kWh;65137944;kWh;384928407;kWh;144649188;kWh;final
30.05.2012;118087776;kWh;13950408;kWh;48070776;kWh;10718424;kWh;107408952;kWh;66832776;kWh;401068283;kWh;147707726;kWh;final
31.05.2012;122963736;kWh;15055776;kWh;52535520;kWh;11798760;kWh;111545064;kWh;67607232;kWh;425012118;kWh;146672672;kWh;final
01.06.2012;156486096;kWh;15643584;kWh;68866824;kWh;12467856;kWh;108605448;kWh;65396808;kWh;396686352;kWh;144536918;kWh;final
02.06.2012;170481648;kWh;15978000;kWh;84217776;kWh;14274840;kWh;76445856;kWh;48288456;kWh;312297381;kWh;119625295;kWh;final
03.06.2012;187939800;kWh;20565960;kWh;100478568;kWh;17586816;kWh;81839040;kWh;53693496;kWh;324063093;kWh;127262020;kWh;final
04.06.2012;213364152;kWh;19935144;kWh;107260512;kWh;18099864;kWh;122324064;kWh;74875944;kWh;409374014;kWh;154812938;kWh;final
05.06.2012;250513080;kWh;22867584;kWh;110330472;kWh;26324832;kWh;124838592;kWh;73223784;kWh;402644818;kWh;156699203;kWh;final
06.06.2012;216691104;kWh;26160000;kWh;92820048;kWh;30565584;kWh;115044096;kWh;69513888;kWh;397916990;kWh;151038265;kWh;final
07.06.2012;144606024;kWh;26694768;kWh;63516672;kWh;28154688;kWh;78338208;kWh;53242776;kWh;320655596;kWh;130114531;kWh;final
08.06.2012;130205040;kWh;22807056;kWh;53126880;kWh;28026600;kWh;89746272;kWh;55699368;kWh;334278916;kWh;130791405;kWh;final
09.06.2012;143795808;kWh;16724376;kWh;57573024;kWh;18685656;kWh;76297152;kWh;47016912;kWh;294512203;kWh;111873706;kWh;final
10.06.2012;167495328;kWh;16301760;kWh;60035136;kWh;16646256;kWh;78707712;kWh;49779576;kWh;306241820;kWh;114361731;kWh;final
11.06.2012;177940704;kWh;19476480;kWh;63508200;kWh;18939096;kWh;113401920;kWh;66449832;kWh;397207718;kWh;144903173;kWh;final
12.06.2012;181545864;kWh;21774096;kWh;63909744;kWh;17609808;kWh;115957968;kWh;68174952;kWh;408687556;kWh;160945144;kWh;final
13.06.2012;203298528;kWh;21875376;kWh;76780896;kWh;17834904;kWh;119040456;kWh;71841888;kWh;423055318;kWh;173046557;kWh;final
14.06.2012;189052680;kWh;22007664;kWh;76884816;kWh;18531144;kWh;116419992;kWh;69701736;kWh;417255015;kWh;156420561;kWh;final
15.06.2012;134405520;kWh;21811848;kWh;58027464;kWh;23795664;kWh;103488480;kWh;62931816;kWh;398604475;kWh;144126971;kWh;final
16.06.2012;99472752;kWh;19818816;kWh;47910264;kWh;22291272;kWh;74831976;kWh;48931536;kWh;313002619;kWh;121679620;kWh;final
17.06.2012;101186544;kWh;17492568;kWh;46536768;kWh;20979720;kWh;75513816;kWh;48402912;kWh;311535303;kWh;118772597;kWh;final
18.06.2012;85670208;kWh;15117120;kWh;41442768;kWh;21773136;kWh;106100016;kWh;65018784;kWh;384364936;kWh;144685411;kWh;final
19.06.2012;91657008;kWh;15074952;kWh;44631552;kWh;19224216;kWh;109757448;kWh;67133232;kWh;404160415;kWh;147379910;kWh;final
20.06.2012;92375016;kWh;13896504;kWh;43007160;kWh;16095192;kWh;110399664;kWh;65898504;kWh;413572022;kWh;159750482;kWh;final
21.06.2012;84090048;kWh;13443504;kWh;36522936;kWh;15412032;kWh;108159552;kWh;63664560;kWh;412894332;kWh;150349510;kWh;final
22.06.2012;105347088;kWh;14068536;kWh;42545184;kWh;16178184;kWh;100201608;kWh;59152752;kWh;371003056;kWh;152173772;kWh;final
23.06.2012;115854432;kWh;13818168;kWh;46471128;kWh;14769408;kWh;73277496;kWh;45026976;kWh;318018049;kWh;119423887;kWh;final
24.06.2012;122054640;kWh;14323704;kWh;52653120;kWh;16011456;kWh;75328128;kWh;50320128;kWh;314426231;kWh;116483417;kWh;final
25.06.2012;149708448;kWh;14376288;kWh;59950632;kWh;15486288;kWh;110450904;kWh;67901376;kWh;425550435;kWh;142473753;kWh;final
26.06.2012;138390984;kWh;15229368;kWh;58099176;kWh;19163088;kWh;109276680;kWh;66043032;kWh;409402261;kWh;140757770;kWh;final
27.06.2012;113371320;kWh;17755344;kWh;49168224;kWh;20852352;kWh;106160616;kWh;64251864;kWh;411828788;kWh;135598407;kWh;final
28.06.2012;80389440;kWh;15706992;kWh;34392744;kWh;18029688;kWh;102855624;kWh;60991848;kWh;391998421;kWh;132170727;kWh;final
29.06.2012;63023496;kWh;13914792;kWh;27155400;kWh;16175160;kWh;95531496;kWh;57345936;kWh;394387192;kWh;128580921;kWh;final
30.06.2012;61001040;kWh;12311232;kWh;26847816;kWh;12965784;kWh;69055632;kWh;42784752;kWh;301978259;kWh;110306656;kWh;final
01.07.2012;78980856;kWh;12109704;kWh;32808360;kWh;12567288;kWh;73560840;kWh;45449232;kWh;305225209;kWh;112343442;kWh;final
02.07.2012;106861584;kWh;11629488;kWh;41787216;kWh;12535728;kWh;105750792;kWh;64597536;kWh;404209780;kWh;145365224;kWh;final
03.07.2012;101775456;kWh;12526728;kWh;40830768;kWh;13708224;kWh;105517680;kWh;64928976;kWh;397706513;kWh;143638275;kWh;final
04.07.2012;82036032;kWh;13786728;kWh;32546856;kWh;14709048;kWh;104065008;kWh;62403600;kWh;387392472;kWh;145433314;kWh;final
05.07.2012;74012592;kWh;12987816;kWh;28503696;kWh;12815448;kWh;100758432;kWh;61164888;kWh;395844989;kWh;142710526;kWh;final
06.07.2012;76561296;kWh;11687520;kWh;28106544;kWh;10549680;kWh;93730128;kWh;56343720;kWh;397062814;kWh;129617856;kWh;final
07.07.2012;79541496;kWh;11576112;kWh;30111648;kWh;10108728;kWh;70063056;kWh;40640136;kWh;329613959;kWh;110719592;kWh;final
08.07.2012;85641984;kWh;11877672;kWh;32546640;kWh;10753080;kWh;72436392;kWh;42951744;kWh;329089299;kWh;118497100;kWh;final
09.07.2012;94963416;kWh;12245232;kWh;36285552;kWh;10617360;kWh;101921472;kWh;59683440;kWh;399410009;kWh;142232181;kWh;final
10.07.2012;97292064;kWh;11929584;kWh;39060264;kWh;11388888;kWh;102670152;kWh;59573424;kWh;389713047;kWh;143395531;kWh;final
11.07.2012;114986400;kWh;12469464;kWh;46046424;kWh;11484936;kWh;105617160;kWh;62114976;kWh;386294285;kWh;145654161;kWh;final
12.07.2012;145517280;kWh;12199920;kWh;56062320;kWh;11588640;kWh;107071800;kWh;61041168;kWh;421268963;kWh;145529773;kWh;final
13.07.2012;154824960;kWh;13869240;kWh;60031488;kWh;14171232;kWh;98182128;kWh;56205888;kWh;389617713;kWh;145186985;kWh;final
14.07.2012;137628984;kWh;15285024;kWh;59807688;kWh;15293568;kWh;72785160;kWh;42343152;kWh;323589930;kWh;113940974;kWh;final
15.07.2012;154737792;kWh;15788184;kWh;60359568;kWh;15538320;kWh;75126672;kWh;44353368;kWh;325236638;kWh;116044101;kWh;final
16.07.2012;161017632;kWh;15091344;kWh;62789904;kWh;16339008;kWh;106108464;kWh;60577992;kWh;400619223;kWh;143685432;kWh;final
17.07.2012;140546208;kWh;16518840;kWh;53246472;kWh;17320920;kWh;108842232;kWh;60005184;kWh;370417829;kWh;145603740;kWh;final
18.07.2012;104965896;kWh;17349336;kWh;43143720;kWh;19069824;kWh;103732008;kWh;58287840;kWh;348102603;kWh;144244285;kWh;final
19.07.2012;108475224;kWh;16134648;kWh;45902400;kWh;17297232;kWh;103637688;kWh;59272752;kWh;411960847;kWh;149338523;kWh;final
20.07.2012;130960344;kWh;13500720;kWh;52292184;kWh;13719528;kWh;98205048;kWh;54381408;kWh;390323140;kWh;145670199;kWh;final
21.07.2012;151066536;kWh;13825680;kWh;59817960;kWh;15249480;kWh;75210816;kWh;42439008;kWh;316829737;kWh;116932515;kWh;final
22.07.2012;163014432;kWh;15607992;kWh;61389984;kWh;15828432;kWh;76470888;kWh;43954296;kWh;317675094;kWh;114583300;kWh;final
23.07.2012;135016752;kWh;16738656;kWh;48823896;kWh;16661328;kWh;103234032;kWh;56524392;kWh;347131005;kWh;137591005;kWh;final
24.07.2012;93301152;kWh;16691904;kWh;35865072;kWh;15792672;kWh;100588704;kWh;56090568;kWh;354338278;kWh;135733284;kWh;final
25.07.2012;68600712;kWh;14326896;kWh;26906112;kWh;13123128;kWh;98700648;kWh;54169248;kWh;362678791;kWh;132466655;kWh;final
26.07.2012;60409920;kWh;12170136;kWh;24501744;kWh;11253624;kWh;98896848;kWh;53352696;kWh;367786924;kWh;134922540;kWh;final
27.07.2012;54888096;kWh;11532000;kWh;22052976;kWh;10267296;kWh;89840760;kWh;48182928;kWh;354164948;kWh;128283734;kWh;final
28.07.2012;59925720;kWh;11196312;kWh;24627744;kWh;9424536;kWh;69010728;kWh;38994480;kWh;280763136;kWh;112792353;kWh;final
29.07.2012;79489128;kWh;10185120;kWh;32475768;kWh;9305856;kWh;71325072;kWh;41405832;kWh;288766930;kWh;111967246;kWh;final
30.07.2012;110985120;kWh;10306080;kWh;44826624;kWh;9948312;kWh;103738848;kWh;55310832;kWh;331398783;kWh;132691901;kWh;final
31.07.2012;114484728;kWh;11959080;kWh;49127976;kWh;11271432;kWh;106255464;kWh;58311528;kWh;332202379;kWh;128193319;kWh;final
01.08.2012;85314144;kWh;12984864;kWh;35490120;kWh;13280736;kWh;99381816;kWh;55610832;kWh;320956360;kWh;119513263;kWh;final
02.08.2012;74051472;kWh;12962160;kWh;30671112;kWh;13120584;kWh;98511432;kWh;54899736;kWh;316848290;kWh;122330198;kWh;final
03.08.2012;78609408;kWh;11229720;kWh;31463112;kWh;10933176;kWh;90941760;kWh;49071096;kWh;305564911;kWh;119291968;kWh;final
04.08.2012;76392240;kWh;10726920;kWh;30715056;kWh;10018704;kWh;63932880;kWh;38437368;kWh;267164295;kWh;102369049;kWh;final
05.08.2012;77599560;kWh;11154192;kWh;31780344;kWh;10366992;kWh;64062888;kWh;40208592;kWh;270329812;kWh;103227748;kWh;final
06.08.2012;88864056;kWh;10677888;kWh;34460256;kWh;10328328;kWh;95563584;kWh;55457016;kWh;336517519;kWh;125496144;kWh;final
07.08.2012;106683960;kWh;10793280;kWh;40741056;kWh;10550400;kWh;99722760;kWh;57808920;kWh;330450123;kWh;124379630;kWh;final
08.08.2012;115413048;kWh;11964456;kWh;44311608;kWh;11259408;kWh;98092896;kWh;57080136;kWh;331783136;kWh;122404369;kWh;final
09.08.2012;113438520;kWh;12750144;kWh;44504256;kWh;12261120;kWh;98324760;kWh;57677496;kWh;348509881;kWh;120648367;kWh;final
10.08.2012;119488584;kWh;12830040;kWh;49004376;kWh;12273936;kWh;87747000;kWh;52613448;kWh;334189092;kWh;120593649;kWh;final
11.08.2012;117642240;kWh;12533976;kWh;46242552;kWh;12111408;kWh;66307920;kWh;40611816;kWh;273461660;kWh;106756554;kWh;final
12.08.2012;108455832;kWh;12686256;kWh;41985000;kWh;12954960;kWh;64406616;kWh;41802384;kWh;280275350;kWh;106186369;kWh;final
13.08.2012;101670024;kWh;12878352;kWh;38870856;kWh;12649320;kWh;93509208;kWh;56110032;kWh;343190097;kWh;127532153;kWh;final
14.08.2012;88557168;kWh;13172064;kWh;32966712;kWh;11531688;kWh;90945696;kWh;56984952;kWh;340444243;kWh;129485571;kWh;final
15.08.2012;71588016;kWh;12266544;kWh;26808000;kWh;11090328;kWh;85346616;kWh;55635480;kWh;320037365;kWh;126660928;kWh;final
16.08.2012;76198080;kWh;11481216;kWh;27901488;kWh;10057296;kWh;96469920;kWh;56695368;kWh;363681570;kWh;126688517;kWh;final
17.08.2012;73284960;kWh;10882488;kWh;26857992;kWh;9609696;kWh;87658296;kWh;51173568;kWh;351531096;kWh;126763715;kWh;final
18.08.2012;61254168;kWh;11615208;kWh;22724592;kWh;9934248;kWh;63856656;kWh;37878624;kWh;286651731;kWh;108977029;kWh;final
19.08.2012;53707800;kWh;11327472;kWh;20204256;kWh;9435432;kWh;64225440;kWh;40710624;kWh;287991193;kWh;107355322;kWh;final
20.08.2012;52212648;kWh;10181760;kWh;20207832;kWh;8737776;kWh;93598080;kWh;57314040;kWh;386737331;kWh;149638271;kWh;final
21.08.2012;53471712;kWh;9799152;kWh;21437280;kWh;8317752;kWh;95380632;kWh;58572360;kWh;411643848;kWh;145158709;kWh;final
22.08.2012;65294712;kWh;9632448;kWh;26282016;kWh;8413560;kWh;97333296;kWh;60408480;kWh;377642535;kWh;139805648;kWh;final
23.08.2012;78765744;kWh;9818880;kWh;32490480;kWh;8722224;kWh;98034672;kWh;60897048;kWh;385003609;kWh;138258151;kWh;final
24.08.2012;79186584;kWh;10300872;kWh;36644688;kWh;9703080;kWh;89836344;kWh;54558144;kWh;359933757;kWh;143877919;kWh;final
25.08.2012;79660608;kWh;10757736;kWh;34293624;kWh;10296456;kWh;65240328;kWh;40217208;kWh;289738399;kWh;112276861;kWh;final
26.08.2012;113258928;kWh;10756944;kWh;43169040;kWh;10139064;kWh;70273128;kWh;45432552;kWh;331760120;kWh;115002827;kWh;final
27.08.2012;119599752;kWh;10629864;kWh;44186208;kWh;10030200;kWh;101729904;kWh;62030688;kWh;381950465;kWh;135581157;kWh;final
28.08.2012;100824888;kWh;13172424;kWh;38157336;kWh;12416280;kWh;101572272;kWh;62551128;kWh;397311662;kWh;138576560;kWh;final
29.08.2012;86422896;kWh;13290864;kWh;34819224;kWh;11750208;kWh;101246232;kWh;60470160;kWh;387100304;kWh;136494395;kWh;final
30.08.2012;95109192;kWh;12081528;kWh;36408168;kWh;11552856;kWh;102366984;kWh;60433632;kWh;403174333;kWh;141730447;kWh;final
31.08.2012;143076696;kWh;11267832;kWh;49836960;kWh;10546872;kWh;96803160;kWh;58201440;kWh;382833685;kWh;141765987;kWh;final
01.09.2012;161345808;kWh;12043920;kWh;59700720;kWh;11268720;kWh;73162824;kWh;43238112;kWh;320088343;kWh;117649800;kWh;final
02.09.2012;145961664;kWh;15659712;kWh;57361104;kWh;14656056;kWh;71285880;kWh;46044648;kWh;316856108;kWh;115777137;kWh;final
03.09.2012;128059632;kWh;16772400;kWh;52986552;kWh;14688456;kWh;100899024;kWh;63399600;kWh;399423582;kWh;144271941;kWh;final
04.09.2012;108452520;kWh;15639216;kWh;46418592;kWh;14498352;kWh;100750440;kWh;62769720;kWh;400983516;kWh;139631833;kWh;final
05.09.2012;115502424;kWh;14724864;kWh;47855544;kWh;14251224;kWh;102631128;kWh;63647904;kWh;395339745;kWh;137682608;kWh;final
06.09.2012;145485816;kWh;13481760;kWh;60106752;kWh;13086000;kWh;109108704;kWh;65833200;kWh;390376071;kWh;134005777;kWh;final
07.09.2012;141895368;kWh;14150976;kWh;55393560;kWh;13458552;kWh;97241688;kWh;58267848;kWh;361411932;kWh;128211002;kWh;final
08.09.2012;120149160;kWh;16600152;kWh;46299768;kWh;15490320;kWh;69414456;kWh;42032640;kWh;296160692;kWh;108542273;kWh;final
09.09.2012;96251664;kWh;15986136;kWh;37356960;kWh;14099880;kWh;69199776;kWh;43933704;kWh;292931843;kWh;105669581;kWh;final
10.09.2012;82703808;kWh;13907832;kWh;33471648;kWh;11928624;kWh;101835096;kWh;60255576;kWh;396760264;kWh;129778099;kWh;final
11.09.2012;89656344;kWh;12735144;kWh;35279712;kWh;10878768;kWh;105218544;kWh;62873040;kWh;411345674;kWh;135755335;kWh;final
12.09.2012;167949312;kWh;12072552;kWh;59263872;kWh;10022832;kWh;115933824;kWh;65990928;kWh;436577784;kWh;139028906;kWh;final
13.09.2012;229637040;kWh;14206056;kWh;78357096;kWh;12124248;kWh;121400808;kWh;67386504;kWh;439329584;kWh;143530428;kWh;final
14.09.2012;220096992;kWh;20226576;kWh;77248368;kWh;17399040;kWh;108521712;kWh;60930504;kWh;383094529;kWh;135100027;kWh;final
15.09.2012;202483632;kWh;22942728;kWh;74330136;kWh;21376536;kWh;81352728;kWh;42969984;kWh;323965442;kWh;119074618;kWh;final
16.09.2012;181190568;kWh;21712320;kWh;63675600;kWh;23603976;kWh;80909640;kWh;46187592;kWh;320680540;kWh;119051319;kWh;final
17.09.2012;160485936;kWh;20225376;kWh;55820880;kWh;21776112;kWh;113183808;kWh;65417952;kWh;430108083;kWh;144811152;kWh;final
18.09.2012;153771432;kWh;19038168;kWh;60575880;kWh;18584808;kWh;116556432;kWh;66846048;kWh;430364020;kWh;159379961;kWh;final
19.09.2012;233460144;kWh;20618544;kWh;91119360;kWh;20019456;kWh;125414688;kWh;71341176;kWh;455474916;kWh;159115889;kWh;final
20.09.2012;281328216;kWh;20044944;kWh;103489704;kWh;22211256;kWh;132822216;kWh;72441240;kWh;463196617;kWh;162395005;kWh;final
21.09.2012;250761528;kWh;27554664;kWh;97920840;kWh;29189856;kWh;118267680;kWh;65328720;kWh;420950067;kWh;145253178;kWh;final
22.09.2012;251343936;kWh;31943136;kWh;107088480;kWh;32439768;kWh;91181424;kWh;50025096;kWh;360826050;kWh;126056846;kWh;final
23.09.2012;242834736;kWh;29390472;kWh;106818024;kWh;32681376;kWh;90395832;kWh;53361552;kWh;352183503;kWh;125993356;kWh;final
24.09.2012;186884424;kWh;30643656;kWh;79207152;kWh;34821192;kWh;122498256;kWh;69408936;kWh;412423556;kWh;146058525;kWh;final
25.09.2012;183482208;kWh;30417936;kWh;73827504;kWh;36570600;kWh;126732816;kWh;70304016;kWh;425752276;kWh;144492748;kWh;final
26.09.2012;186111936;kWh;27105336;kWh;76471008;kWh;33958416;kWh;125320800;kWh;72096144;kWh;453976858;kWh;139263679;kWh;final
27.09.2012;211474608;kWh;27644112;kWh;78199584;kWh;34172400;kWh;129103032;kWh;71735664;kWh;468098323;kWh;136559786;kWh;final
28.09.2012;227377728;kWh;28815360;kWh;82641600;kWh;35868696;kWh;117654384;kWh;65779776;kWh;409431207;kWh;134223628;kWh;final
29.09.2012;245951304;kWh;32316504;kWh;90252408;kWh;35045160;kWh;92203800;kWh;51892752;kWh;355211334;kWh;115358932;kWh;final
30.09.2012;275358528;kWh;31557456;kWh;104815104;kWh;33514416;kWh;94816824;kWh;54803616;kWh;361694869;kWh;117730392;kWh;final
01.10.2012;268229616;kWh;33873048;kWh;103687152;kWh;36113424;kWh;141648024;kWh;59578296;kWh;453322464;kWh;156788577;kWh;final
02.10.2012;249476976;kWh;35201928;kWh;96355392;kWh;38158632;kWh;136488960;kWh;54225792;kWh;441081551;kWh;150138098;kWh;final
03.10.2012;216477528;kWh;33083376;kWh;78741936;kWh;36020424;kWh;84547272;kWh;44605680;kWh;364623218;kWh;130837958;kWh;final
04.10.2012;235549080;kWh;31691832;kWh;92080512;kWh;34357128;kWh;141160128;kWh;59616600;kWh;442053593;kWh;159247969;kWh;final
05.10.2012;212732496;kWh;30525288;kWh;88994088;kWh;33457632;kWh;119734656;kWh;53886048;kWh;416945052;kWh;149499038;kWh;final
06.10.2012;199772280;kWh;34393272;kWh;95996736;kWh;41162256;kWh;75353064;kWh;42863736;kWh;359778862;kWh;133360046;kWh;final
07.10.2012;269871456;kWh;33631800;kWh;116968440;kWh;39132288;kWh;109832832;kWh;48849624;kWh;372145341;kWh;134896796;kWh;final
08.10.2012;337741464;kWh;32004360;kWh;133220040;kWh;40472472;kWh;141476064;kWh;66570168;kWh;474677663;kWh;168644387;kWh;final
09.10.2012;324859872;kWh;41726016;kWh;140655720;kWh;44187696;kWh;154537152;kWh;67616568;kWh;472392599;kWh;172628379;kWh;final
10.10.2012;403098936;kWh;44665608;kWh;161085432;kWh;47950200;kWh;177385752;kWh;69821832;kWh;508047992;kWh;185757082;kWh;final
11.10.2012;390399336;kWh;44233440;kWh;160194720;kWh;50062104;kWh;165198216;kWh;67134168;kWh;494167904;kWh;180786000;kWh;final
12.10.2012;345369312;kWh;49884912;kWh;142564512;kWh;55569864;kWh;127405464;kWh;60901800;kWh;471328502;kWh;159502686;kWh;final
13.10.2012;354472320;kWh;47455320;kWh;137922264;kWh;52047312;kWh;93152256;kWh;49048776;kWh;387517906;kWh;132665233;kWh;final
14.10.2012;357471336;kWh;45725928;kWh;140578512;kWh;50721504;kWh;95139432;kWh;53040672;kWh;390522612;kWh;139690756;kWh;final
15.10.2012;410198304;kWh;49434384;kWh;149279832;kWh;53464608;kWh;154116576;kWh;72083592;kWh;513802496;kWh;181907526;kWh;final
16.10.2012;428519664;kWh;50732712;kWh;150724080;kWh;58083552;kWh;133208208;kWh;73503096;kWh;505196763;kWh;173230321;kWh;final
17.10.2012;337017672;kWh;55455912;kWh;125680632;kWh;58152816;kWh;124691424;kWh;67771032;kWh;481394094;kWh;170480948;kWh;final
18.10.2012;271735440;kWh;53540448;kWh;87391944;kWh;62874816;kWh;128761200;kWh;59349744;kWh;469444181;kWh;158915047;kWh;final
19.10.2012;231363792;kWh;45124248;kWh;68703312;kWh;55168200;kWh;102035592;kWh;53056944;kWh;438844658;kWh;146424508;kWh;final
20.10.2012;194632536;kWh;36650208;kWh;47797752;kWh;35118912;kWh;78730104;kWh;39726840;kWh;368025609;kWh;121530379;kWh;final
21.10.2012;206312976;kWh;32267928;kWh;50694360;kWh;29226240;kWh;85861392;kWh;41097672;kWh;369112505;kWh;118388080;kWh;final
22.10.2012;229704840;kWh;32940456;kWh;58611648;kWh;25683120;kWh;137826312;kWh;57865824;kWh;473978146;kWh;166049310;kWh;final
23.10.2012;283718880;kWh;35060880;kWh;74792856;kWh;25620528;kWh;155741232;kWh;60328512;kWh;495518133;kWh;165725411;kWh;final
24.10.2012;319170744;kWh;40907712;kWh;86745936;kWh;26753736;kWh;164051592;kWh;62735880;kWh;500816260;kWh;172132804;kWh;final
25.10.2012;349458288;kWh;45730872;kWh;108537768;kWh;33313680;kWh;149484816;kWh;65027544;kWh;487690062;kWh;169666526;kWh;final
26.10.2012;476131008;kWh;50563752;kWh;176799480;kWh;40201368;kWh;162604008;kWh;68861040;kWh;495756261;kWh;176659988;kWh;final
27.10.2012;642265562;kWh;55994100;kWh;234770346;kWh;49278975;kWh;122287525;kWh;62787125;kWh;461361219;kWh;171717792;kWh;final
28.10.2012;709547256;kWh;66176760;kWh;258421200;kWh;64919904;kWh;128599728;kWh;64466040;kWh;461532254;kWh;172557390;kWh;final
29.10.2012;764525208;kWh;85244664;kWh;260601240;kWh;78442152;kWh;187514304;kWh;82656264;kWh;568549762;kWh;199717937;kWh;final
30.10.2012;675200544;kWh;88660608;kWh;227769960;kWh;88319640;kWh;189582648;kWh;75309840;kWh;551988922;kWh;188112179;kWh;final
31.10.2012;622020960;kWh;90512184;kWh;206921520;kWh;90545688;kWh;154990392;kWh;68791896;kWh;505618820;kWh;172398928;kWh;final
01.11.2012;531090384;kWh;81180936;kWh;192845736;kWh;78354048;kWh;109763928;kWh;58803264;kWh;434204181;kWh;162394183;kWh;final
02.11.2012;486060744;kWh;73021344;kWh;176679864;kWh;67165800;kWh;131228712;kWh;60861504;kWh;449985380;kWh;169097350;kWh;final
03.11.2012;432136464;kWh;69366480;kWh;174508104;kWh;77675064;kWh;109032408;kWh;54516288;kWh;401532283;kWh;156728613;kWh;final
04.11.2012;431175096;kWh;66515760;kWh;178649328;kWh;75459576;kWh;110370600;kWh;58368576;kWh;409191390;kWh;156688016;kWh;final
